Global CO2 (ppm),,,,
Year,126,245,370,585
2419,388.37,593.91,1413.08,2066.26
2420,388.31,593.71,1412.53,2065.53
2421,388.26,593.51,1411.98,2064.79
2422,388.20,593.31,1411.44,2064.05
2423,388.15,593.11,1410.89,2063.32
2424,388.09,592.91,1410.35,2062.59
2425,388.04,592.71,1409.81,2061.86
2426,387.98,592.52,1409.26,2061.13
2427,387.93,592.32,1408.72,2060.40
2428,387.87,592.12,1408.18,2059.66
2429,387.82,591.93,1407.64,2058.93
2430,387.76,591.73,1407.10,2058.21
2431,387.71,591.54,1406.56,2057.49
2432,387.66,591.34,1406.02,2056.77
2433,387.60,591.15,1405.48,2056.05
2434,387.55,590.96,1404.94,2055.32
2435,387.49,590.76,1404.41,2054.60
2436,387.44,590.57,1403.87,2053.87
2437,387.39,590.38,1403.33,2053.14
2438,387.33,590.19,1402.80,2052.42
2439,387.28,589.99,1402.26,2051.70
2440,387.23,589.80,1401.73,2050.98
2441,387.17,589.61,1401.20,2050.26
2442,387.12,589.42,1400.66,2049.55
2443,387.07,589.23,1400.13,2048.83
2444,387.02,589.05,1399.60,2048.12
2445,386.96,588.86,1399.07,2047.41
2446,386.91,588.67,1398.54,2046.70
2447,386.86,588.48,1398.01,2045.98
2448,386.81,588.29,1397.48,2045.28
2449,386.75,588.11,1396.95,2044.58
2450,386.70,587.92,1396.43,2043.88
2451,386.65,587.73,1395.90,2043.17
2452,386.60,587.55,1395.37,2042.46
2453,386.55,587.36,1394.85,2041.75
2454,386.49,587.18,1394.32,2041.05
2455,386.44,586.99,1393.80,2040.36
2456,386.39,586.81,1393.28,2039.65
2457,386.34,586.63,1392.75,2038.94
2458,386.29,586.45,1392.23,2038.24
2459,386.24,586.26,1391.71,2037.55
2460,386.19,586.08,1391.19,2036.86
2461,386.14,585.90,1390.67,2036.15
2462,386.09,585.72,1390.15,2035.45
2463,386.04,585.53,1389.63,2034.75
2464,385.98,585.35,1389.11,2034.06
2465,385.93,585.17,1388.60,2033.37
2466,385.88,584.99,1388.08,2032.69
2467,385.83,584.81,1387.56,2032.00
2468,385.78,584.64,1387.05,2031.30
2469,385.73,584.46,1386.53,2030.60
2470,385.68,584.28,1386.02,2029.92
2471,385.63,584.10,1385.50,2029.24
2472,385.58,583.92,1384.99,2028.55
2473,385.53,583.74,1384.48,2027.85
2474,385.48,583.57,1383.97,2027.16
2475,385.43,583.39,1383.45,2026.47
2476,385.39,583.22,1382.94,2025.79
2477,385.34,583.04,1382.43,2025.11
2478,385.29,582.86,1381.93,2024.43
2479,385.24,582.69,1381.42,2023.74
2480,385.19,582.51,1380.91,2023.07
2481,385.14,582.34,1380.40,2022.42
2482,385.09,582.17,1379.89,2021.72
2483,385.04,581.99,1379.39,2021.04
2484,384.99,581.82,1378.88,2020.40
2485,384.95,581.65,1378.38,2019.70
2486,384.90,581.47,1377.87,2019.02
2487,384.85,581.30,1377.37,2018.37
2488,384.80,581.13,1376.87,2017.67
2489,384.75,580.96,1376.36,2016.99
2490,384.70,580.79,1375.86,2016.35
2491,384.66,580.62,1375.36,2015.68
2492,384.61,580.45,1374.86,2015.00
2493,384.56,580.28,1374.36,2014.33
2494,384.51,580.11,1373.86,2013.67
2495,384.47,579.94,1373.36,2013.01
2496,384.42,579.77,1372.87,2012.34
2497,384.37,579.60,1372.37,2011.67
2498,384.33,579.43,1371.87,2011.01
2499,384.28,579.26,1371.38,2010.36
2500,384.25,579.18,1371.13,2010.02
